1.00055 65535
1.00113 131072
1.02752 60924
1.02755 60172
1.02757 60924
1.02769 60172
1.50016 17616
1.50026 17116
1.50028 17616
1.50031 17116
1.50033 16616
1.50036 15616
1.50038 14616
1.50041 13616
1.50043 13116
1.50046 11616
1.50048 11116
1.5005 10616
1.50053 131072
1.51023 10616
1.51042 131072
1.52035 10616
1.52054 131072
1.53028 10616
1.53046 131072
1.54031 10616
1.5405 131072
1.55028 10616
1.55047 131072
1.56044 10616
1.56063 131072
1.57027 10616
1.57044 131072
1.58055 10616
1.58071 131072
1.59083 10616
1.59102 131072
1.60088 10616
1.60095 11116
1.60102 10616
1.60107 131072
1.61123 10616
1.61131 11116
1.61132 10616
1.61133 11116
1.61137 10616
1.61142 131072
1.62146 10616
1.62159 131072
1.63149 10616
1.63166 131072
1.64159 10616
1.64184 131072
1.65157 10616
1.65166 131072
1.66622 10616
1.66638 131072
1.67623 10616
1.67641 131072
1.68624 10616
1.68643 131072
1.69671 10616
1.69681 11116
1.69685 10616
1.69686 11116
1.69688 10616
1.69691 131072
1.70689 10616
1.7071 131072
1.7169 10616
1.71709 131072
1.72705 10616
1.72729 131072
1.73709 10616
1.73728 131072
1.74721 10616
1.74735 131072
1.75717 10616
1.75736 131072
1.7673 10616
1.76749 131072
1.77725 10616
1.77734 131072
1.78715 10616
1.78734 131072
1.79705 10616
1.79731 131072
1.80704 10616
1.80709 131072
1.8172 10616
1.81723 11116
1.81732 10616
1.81733 11116
1.81735 10616
1.81739 131072
1.82753 10616
1.82757 11116
1.8276 10616
1.82762 11116
1.82768 10616
1.82772 131072
1.83778 10616
1.83798 131072
1.84794 10616
1.84814 131072
1.85821 10616
1.85839 131072
1.86818 10616
1.86839 131072
1.87819 10616
1.87838 131072
1.8881 10616
1.8883 131072
1.89827 10616
1.89846 131072
1.90844 10616
1.90863 131072
1.91839 11116
1.91845 131072
1.92848 10616
1.92864 131072
1.9384 10616
1.9386 131072
1.9485 10616
1.94869 131072
1.95849 10616
1.95869 131072
1.96859 10616
1.96876 131072
1.97851 10616
1.9787 131072
1.98871 10616
1.98887 131072
1.99894 10616
1.99913 131072
2.00017 2920
2.00024 131072
2.00103 2920
2.0121 131072
2.02368 5308
2.02392 131072
2.03423 5308
2.03436 131072
2.04436 5308
2.04455 131072
2.05454 5308
2.05472 131072
2.06456 5308
2.06474 131072
2.07518 5308
2.07538 131072
2.08548 5308
2.08566 131072
2.09573 5308
2.09592 131072
2.10017 14808
2.10039 10308
2.10044 131072
2.11178 5308
2.11196 131072
2.12314 5308
2.12324 5556
2.12333 131072
2.13469 5308
2.13479 5556
2.1348 5308
2.13483 5556
2.13486 5308
2.13489 131072
2.1462 5308
2.14636 131072
2.14637 5308
2.14639 131072
2.15741 5308
2.1575 131072
2.1576 5308
2.15769 131072
2.16901 5308
2.16905 131072
2.16906 5308
2.16938 131072
2.18097 5556
2.18105 131072
2.19227 5308
2.1926 131072
2.20289 5308
2.20291 131072
2.20293 5308
2.20296 131072
2.20298 5308
2.20303 131072
2.20304 5308
2.20307 131072
2.21389 10616
2.21395 131072
2.21397 10616
2.21406 131072
2.22518 10616
2.22543 131072
2.23614 10616
2.23641 131072
2.24747 10616
2.24749 131072
2.24751 10616
2.24762 11116
2.24765 10616
2.24768 131072
2.25905 10616
2.2591 11116
2.25913 10616
2.25916 11116
2.25918 10616
2.25921 11116
2.25923 10616
2.25926 131072
2.27036 10616
2.27048 131072
2.27051 11116
2.27053 10616
2.27057 131072
2.28171 10616
2.2818 131072
2.28182 10616
2.2819 131072
2.29326 11116
2.29328 10616
2.2933 11116
2.29333 10616
2.29335 11116
2.29338 10616
2.29341 11116
2.29342 10616
2.29344 131072
2.30022 17116
2.30028 131072
2.31139 10616
2.31141 131072
2.31155 11116
2.31176 131072
2.32274 10616
2.32289 131072
2.32291 10616
2.32294 131072
2.33401 10616
2.33429 131072
2.3453 10616
2.34539 131072
2.34541 10616
2.34544 131072
2.34546 10616
2.34551 131072
2.35669 10616
2.35679 131072
2.36779 10616
2.36786 131072
2.36788 10616
2.36797 131072
2.37879 10616
2.37882 131072
2.37884 10616
2.37893 131072
2.37895 10616
2.37901 131072
2.38357 10616
2.38366 131072
2.39444 10616
2.39451 131072
2.39453 10616
2.39462 131072
2.40542 10616
2.40549 11116
2.40552 10616
2.40555 11116
2.40557 10616
2.4056 11116
2.40561 10616
2.40563 131072
2.41647 10616
2.41649 131072
2.41651 10616
2.41667 131072
2.42768 11116
2.42779 131072
2.43878 10616
2.4388 131072
2.43882 10616
2.43885 131072
2.43887 10616
2.43892 131072
2.43893 10616
2.43898 131072
2.4495 10616
2.44965 131072
2.46075 10616
2.46076 11116
2.46077 10616
2.46079 11116
2.46083 10616
2.46085 11116
2.46088 10616
2.46091 11116
2.46093 10616
2.46096 131072
2.47183 10616
2.47212 131072
2.48254 10616
2.48256 131072
2.48259 10616
2.48262 131072
2.48265 10616
2.48267 131072
2.4827 10616
2.48272 131072
2.49355 10616
2.49358 131072
2.49361 10616
2.49369 131072
2.49371 10616
2.49374 131072
